Time	(25) S1	(26) S2	(27) S3	(28) S4	
6.4588	-0.06	-0.06	-0.06	-0.040042	
6.459	-0.06	-0.06	-0.06	-0.04004201	
6.4592	-0.06	-0.06	-0.06	-0.04004202	
6.4594	-0.06	-0.06	-0.06	-0.04004204	
6.4596	-0.06	-0.06	-0.06	-0.04004205	
6.4598	-0.06	-0.06	-0.06	-0.04004206	
6.46	-0.06	-0.06	-0.06	-0.04004207	
6.4602	-0.06	-0.06	-0.06	-0.04004208	
6.4604	-0.06	-0.06	-0.06	-0.04004209	
6.4606	-0.06	-0.06	-0.06	-0.0400421	
6.4608	-0.06	-0.06	-0.06	-0.04004211	
6.461	-0.06	-0.06	-0.06	-0.04004211	
6.4612	-0.06	-0.06	-0.06	-0.04004212	
6.4614	-0.06	-0.06	-0.06	-0.04004213	
6.4616	-0.06	-0.06	-0.06	-0.04004214	
6.4618	-0.06	-0.06	-0.06	-0.04004214	
6.462	-0.06	-0.06	-0.06	-0.04004215	
6.4622	-0.06	-0.06	-0.06	-0.04004216	
6.4624	-0.06	-0.06	-0.06	-0.04004217	
6.4626	-0.06	-0.06	-0.06	-0.04004217	
6.4628	-0.06	-0.06	-0.06	-0.04004218	
6.463	-0.06	-0.06	-0.06	-0.04004219	
6.4632	-0.06	-0.06	-0.06	-0.0400422	
6.4634	-0.06	-0.06	-0.06	-0.0400422	
6.4636	-0.06	-0.06	-0.06	-0.04004221	
6.4638	-0.06	-0.06	-0.06	-0.04004222	
6.464	-0.06	-0.06	-0.06	-0.04004223	
6.4642	-0.06	-0.06	-0.06	-0.04004223	
6.4644	-0.06	-0.06	-0.06	-0.04004224	
6.4646	-0.06	-0.06	-0.06	-0.04004224	
6.4648	-0.06	-0.06	-0.06	-0.04004225	
6.465	-0.06	-0.06	-0.06	-0.04004226	
6.4652	-0.06	-0.06	-0.06	-0.04004227	
6.4654	-0.06	-0.06	-0.06	-0.04004227	
6.4656	-0.06	-0.06	-0.06	-0.04004228	
6.4658	-0.06	-0.06	-0.06	-0.04004228	
6.466	-0.06	-0.06	-0.06	-0.04004228	
6.4662	-0.06	-0.06	-0.06	-0.04004229	
6.4664	-0.06	-0.06	-0.06	-0.04004229	
6.4666	-0.06	-0.06	-0.06	-0.04004228	
6.4668	-0.06	-0.06	-0.06	-0.04004228	
6.467	-0.06	-0.06	-0.06	-0.04004228	
6.4672	-0.06	-0.06	-0.06	-0.04004227	
6.4674	-0.06	-0.06	-0.06	-0.04004226	
6.4676	-0.06	-0.06	-0.06	-0.04004226	
6.4678	-0.06	-0.06	-0.06	-0.04004225	
6.468	-0.06	-0.06	-0.06	-0.04004224	
6.4682	-0.06	-0.06	-0.06	-0.04004223	
6.4684	-0.06	-0.06	-0.06	-0.04004222	
6.4686	-0.06	-0.06	-0.06	-0.04004222	
6.4688	-0.06	-0.06	-0.06	-0.04004221	
6.469	-0.06	-0.06	-0.06	-0.04004221	
6.4692	-0.06	-0.06	-0.06	-0.04004221	
6.4694	-0.06	-0.06	-0.06	-0.04004222	
6.4696	-0.06	-0.06	-0.06	-0.04004223	
6.4698	-0.06	-0.06	-0.06	-0.04004223	
6.47	-0.06	-0.06	-0.06	-0.04004224	
6.4702	-0.06	-0.06	-0.06	-0.04004226	
6.4704	-0.06	-0.06	-0.06	-0.04004227	
6.4706	-0.06	-0.06	-0.06	-0.04004229	
6.4708	-0.06	-0.06	-0.06	-0.04004231	
6.471	-0.06	-0.06	-0.06	-0.04004233	
6.4712	-0.06	-0.06	-0.06	-0.04004236	
6.4714	-0.06	-0.06	-0.06	-0.04004239	
6.4716	-0.06	-0.06	-0.06	-0.04004242	
6.4718	-0.06	-0.06	-0.06	-0.04004245	
6.472	-0.06	-0.06	-0.06	-0.04004249	
6.4722	-0.06	-0.06	-0.06	-0.04004253	
6.4724	-0.06	-0.06	-0.06	-0.04004258	
6.4726	-0.06	-0.06	-0.06	-0.04004263	
6.4728	-0.06	-0.06	-0.06	-0.04004268	
6.473	-0.06	-0.06	-0.06	-0.04004274	
6.4732	-0.06	-0.06	-0.06	-0.04004281	
6.4734	-0.06	-0.06	-0.06	-0.04004287	
6.4736	-0.06	-0.06	-0.06	-0.04004294	
6.4738	-0.06	-0.06	-0.06	-0.04004301	
6.474	-0.06	-0.06	-0.06	-0.04004309	
6.4742	-0.06	-0.06	-0.06	-0.04004316	
6.4744	-0.06	-0.06	-0.06	-0.04004324	
6.4746	-0.06	-0.06	-0.06	-0.04004332	
6.4748	-0.06	-0.06	-0.06	-0.04004341	
6.475	-0.06	-0.06	-0.06	-0.04004349	
6.4752	-0.06	-0.06	-0.06	-0.04004358	
6.4754	-0.06	-0.06	-0.06	-0.04004367	
6.4756	-0.06	-0.06	-0.06	-0.04004376	
6.4758	-0.06	-0.06	-0.06	-0.04004386	
6.476	-0.06	-0.06	-0.06	-0.04004395	
6.4762	-0.06	-0.06	-0.06	-0.04004405	
6.4764	-0.06	-0.06	-0.06	-0.04004415	
6.4766	-0.06	-0.06	-0.06	-0.04004424	
6.4768	-0.06	-0.06	-0.06	-0.04004434	
6.477	-0.06	-0.06	-0.06	-0.04004444	
6.4772	-0.06	-0.06	-0.06	-0.04004453	
6.4774	-0.06	-0.06	-0.06	-0.04004463	
6.4776	-0.06	-0.06	-0.06	-0.04004473	
6.4778	-0.06	-0.06	-0.06	-0.04004483	
6.478	-0.06	-0.06	-0.06	-0.04004492	
6.4782	-0.06	-0.06	-0.06	-0.04004502	
6.4784	-0.06	-0.06	-0.06	-0.04004511	
6.4786	-0.06	-0.06	-0.06	-0.0400452	
6.4788	-0.06	-0.06	-0.06	-0.04004529	
6.479	-0.06	-0.06	-0.06	-0.04004538	
6.4792	-0.06	-0.06	-0.06	-0.04004548	
6.4794	-0.06	-0.06	-0.06	-0.04004557	
6.4796	-0.06	-0.06	-0.06	-0.04004566	
6.4798	-0.06	-0.06	-0.06	-0.04004575	
6.48	-0.06	-0.06	-0.06	-0.04004585	
6.4802	-0.06	-0.06	-0.06	-0.04004594	
6.4804	-0.06	-0.06	-0.06	-0.04004603	
6.4806	-0.06	-0.06	-0.06	-0.04004611	
6.4808	-0.06	-0.06	-0.06	-0.0400462	
6.481	-0.06	-0.06	-0.06	-0.04004629	
6.4812	-0.06	-0.06	-0.06	-0.04004638	
6.4814	-0.06	-0.06	-0.06	-0.04004646	
6.4816	-0.06	-0.06	-0.06	-0.04004654	
6.4818	-0.06	-0.06	-0.06	-0.04004663	
6.482	-0.06	-0.06	-0.06	-0.04004671	
6.4822	-0.06	-0.06	-0.06	-0.0400468	
6.4824	-0.06	-0.06	-0.06	-0.04004688	
6.4826	-0.06	-0.06	-0.06	-0.04004696	
6.4828	-0.06	-0.06	-0.06	-0.04004705	
6.483	-0.06	-0.06	-0.06	-0.04004714	
6.4832	-0.06	-0.06	-0.06	-0.04004722	
6.4834	-0.06	-0.06	-0.06	-0.04004731	
6.4836	-0.06	-0.06	-0.06	-0.0400474	
6.4838	-0.06	-0.06	-0.06	-0.04004749	
6.484	-0.06	-0.06	-0.06	-0.04004758	
6.4842	-0.06	-0.06	-0.06	-0.04004767	
6.4844	-0.06	-0.06	-0.06	-0.04004775	
6.4846	-0.06	-0.06	-0.06	-0.04004784	
6.4848	-0.06	-0.06	-0.06	-0.04004793	
6.485	-0.06	-0.06	-0.06	-0.04004802	
6.4852	-0.06	-0.06	-0.06	-0.04004811	
6.4854	-0.06	-0.06	-0.06	-0.0400482	
6.4856	-0.06	-0.06	-0.06	-0.04004829	
6.4858	-0.06	-0.06	-0.06	-0.04004838	
6.486	-0.06	-0.06	-0.06	-0.04004846	
6.4862	-0.06	-0.06	-0.06	-0.04004855	
6.4864	-0.06	-0.06	-0.06	-0.04004864	
6.4866	-0.06	-0.06	-0.06	-0.04004873	
6.4868	-0.06	-0.06	-0.06	-0.04004882	
6.487	-0.06	-0.06	-0.06	-0.0400489	
6.4872	-0.06	-0.06	-0.06	-0.040049	
6.4874	-0.06	-0.06	-0.06	-0.04004909	
6.4876	-0.06	-0.06	-0.06	-0.04004918	
6.4878	-0.06	-0.06	-0.06	-0.04004927	
6.488	-0.06	-0.06	-0.06	-0.04004936	
6.4882	-0.06	-0.06	-0.06	-0.04004944	
6.4884	-0.06	-0.06	-0.06	-0.04004953	
6.4886	-0.06	-0.06	-0.06	-0.04004962	
6.4888	-0.06	-0.06	-0.06	-0.04004971	
6.489	-0.06	-0.06	-0.06	-0.0400498	
6.4892	-0.06	-0.06	-0.06	-0.04004988	
6.4894	-0.06	-0.06	-0.06	-0.04004997	
6.4896	-0.06	-0.06	-0.06	-0.04005006	
6.4898	-0.06	-0.06	-0.06	-0.04005015	
6.49	-0.06	-0.06	-0.06	-0.04005025	
6.4902	-0.06	-0.06	-0.06	-0.04005034	
6.4904	-0.06	-0.06	-0.06	-0.04005042	
6.4906	-0.06	-0.06	-0.06	-0.04005051	
6.4908	-0.06	-0.06	-0.06	-0.0400506	
6.491	-0.06	-0.06	-0.06	-0.04005069	
6.4912	-0.06	-0.06	-0.06	-0.04005077	
6.4914	-0.06	-0.06	-0.06	-0.04005086	
6.4916	-0.06	-0.06	-0.06	-0.04005095	
6.4918	-0.06	-0.06	-0.06	-0.04005104	
6.492	-0.06	-0.06	-0.06	-0.04005113	
6.4922	-0.06	-0.06	-0.06	-0.04005122	
6.4924	-0.06	-0.06	-0.06	-0.04005131	
6.4926	-0.06	-0.06	-0.06	-0.0400514	
6.4928	-0.06	-0.06	-0.06	-0.04005149	
6.493	-0.06	-0.06	-0.06	-0.04005158	
6.4932	-0.06	-0.06	-0.06	-0.04005167	
6.4934	-0.06	-0.06	-0.06	-0.04005176	
6.4936	-0.06	-0.06	-0.06	-0.04005185	
6.4938	-0.06	-0.06	-0.06	-0.04005193	
6.494	-0.06	-0.06	-0.06	-0.04005202	
6.4942	-0.06	-0.06	-0.06	-0.04005211	
6.4944	-0.06	-0.06	-0.06	-0.04005219	
6.4946	-0.06	-0.06	-0.06	-0.04005228	
6.4948	-0.06	-0.06	-0.06	-0.04005237	
6.495	-0.06	-0.06	-0.06	-0.04005245	
6.4952	-0.06	-0.06	-0.06	-0.04005254	
6.4954	-0.06	-0.06	-0.06	-0.04005262	
6.4956	-0.06	-0.06	-0.06	-0.04005271	
6.4958	-0.06	-0.06	-0.06	-0.04005279	
6.496	-0.06	-0.06	-0.06	-0.04005288	
6.4962	-0.06	-0.06	-0.06	-0.04005297	
6.4964	-0.06	-0.06	-0.06	-0.04005305	
6.4966	-0.06	-0.06	-0.06	-0.04005314	
6.4968	-0.06	-0.06	-0.06	-0.04005322	
6.497	-0.06	-0.06	-0.06	-0.0400533	
6.4972	-0.06	-0.06	-0.06	-0.04005338	
6.4974	-0.06	-0.06	-0.06	-0.04005346	
6.4976	-0.06	-0.06	-0.06	-0.04005355	
6.4978	-0.06	-0.06	-0.06	-0.04005362	
6.498	-0.06	-0.06	-0.06	-0.0400537	
6.4982	-0.06	-0.06	-0.06	-0.04005378	
6.4984	-0.06	-0.06	-0.06	-0.04005385	
6.4986	-0.06	-0.06	-0.06	-0.04005393	
6.4988	-0.06	-0.06	-0.06	-0.040054	
6.499	-0.06	-0.06	-0.06	-0.04005407	
6.4992	-0.06	-0.06	-0.06	-0.04005415	
6.4994	-0.06	-0.06	-0.06	-0.04005422	
6.4996	-0.06	-0.06	-0.06	-0.04005429	
6.4998	-0.06	-0.06	-0.06	-0.04005436	
6.5	-0.06	-0.06	-0.06	-0.04005443	
6.5002	-0.06	-0.06	-0.06	-0.0400545	
6.5004	-0.06	-0.06	-0.06	-0.04005457	
6.5006	-0.06	-0.06	-0.06	-0.04005464	
6.5008	-0.06	-0.06	-0.06	-0.04005471	
6.501	-0.06	-0.06	-0.06	-0.04005478	
6.5012	-0.06	-0.06	-0.06	-0.04005484	
6.5014	-0.06	-0.06	-0.06	-0.0400549	
6.5016	-0.06	-0.06	-0.06	-0.04005496	
6.5018	-0.06	-0.06	-0.06	-0.04005502	
6.502	-0.06	-0.06	-0.06	-0.04005508	
6.5022	-0.06	-0.06	-0.06	-0.04005514	
6.5024	-0.06	-0.06	-0.06	-0.0400552	
6.5026	-0.06	-0.06	-0.06	-0.04005525	
6.5028	-0.06	-0.06	-0.06	-0.04005531	
6.503	-0.06	-0.06	-0.06	-0.04005536	
6.5032	-0.06	-0.06	-0.06	-0.04005542	
6.5034	-0.06	-0.06	-0.06	-0.04005547	
6.5036	-0.06	-0.06	-0.06	-0.04005552	
6.5038	-0.06	-0.06	-0.06	-0.04005558	
6.504	-0.06	-0.06	-0.06	-0.04005563	
6.5042	-0.06	-0.06	-0.06	-0.04005569	
6.5044	-0.06	-0.06	-0.06	-0.04005574	
6.5046	-0.06	-0.06	-0.06	-0.0400558	
6.5048	-0.06	-0.06	-0.06	-0.04005585	
6.505	-0.06	-0.06	-0.06	-0.0400559	
6.5052	-0.06	-0.06	-0.06	-0.04005595	
6.5054	-0.06	-0.06	-0.06	-0.04005599	
6.5056	-0.06	-0.06	-0.06	-0.04005604	
6.5058	-0.06	-0.06	-0.06	-0.04005608	
6.506	-0.06	-0.06	-0.06	-0.04005612	
6.5062	-0.06	-0.06	-0.06	-0.04005617	
6.5064	-0.06	-0.06	-0.06	-0.04005621	
6.5066	-0.06	-0.06	-0.06	-0.04005624	
6.5068	-0.06	-0.06	-0.06	-0.04005628	
6.507	-0.06	-0.06	-0.06	-0.04005632	
6.5072	-0.06	-0.06	-0.06	-0.04005636	
6.5074	-0.06	-0.06	-0.06	-0.0400564	
6.5076	-0.06	-0.06	-0.06	-0.04005644	
6.5078	-0.06	-0.06	-0.06	-0.04005647	
6.508	-0.06	-0.06	-0.06	-0.04005652	
6.5082	-0.06	-0.06	-0.06	-0.04005655	
6.5084	-0.06	-0.06	-0.06	-0.04005659	
6.5086	-0.06	-0.06	-0.06	-0.04005663	
6.5088	-0.06	-0.06	-0.06	-0.04005668	
6.509	-0.06	-0.06	-0.06	-0.04005672	
6.5092	-0.06	-0.06	-0.06	-0.04005676	
6.5094	-0.06	-0.06	-0.06	-0.04005681	
6.5096	-0.06	-0.06	-0.06	-0.04005685	
6.5098	-0.06	-0.06	-0.06	-0.0400569	
6.51	-0.06	-0.06	-0.06	-0.04005694	
6.5102	-0.06	-0.06	-0.06	-0.04005698	
6.5104	-0.06	-0.06	-0.06	-0.04005703	
6.5106	-0.06	-0.06	-0.06	-0.04005707	
6.5108	-0.06	-0.06	-0.06	-0.04005712	
6.511	-0.06	-0.06	-0.06	-0.04005716	
6.5112	-0.06	-0.06	-0.06	-0.0400572	
6.5114	-0.06	-0.06	-0.06	-0.04005724	
6.5116	-0.06	-0.06	-0.06	-0.04005729	
6.5118	-0.06	-0.06	-0.06	-0.04005733	
6.512	-0.06	-0.06	-0.06	-0.04005738	
6.5122	-0.06	-0.06	-0.06	-0.04005742	
6.5124	-0.06	-0.06	-0.06	-0.04005747	
6.5126	-0.06	-0.06	-0.06	-0.04005751	
6.5128	-0.06	-0.06	-0.06	-0.04005757	
6.513	-0.06	-0.06	-0.06	-0.04005761	
6.5132	-0.06	-0.06	-0.06	-0.04005767	
6.5134	-0.06	-0.06	-0.06	-0.04005772	
6.5136	-0.06	-0.06	-0.06	-0.04005777	
6.5138	-0.06	-0.06	-0.06	-0.04005783	
6.514	-0.06	-0.06	-0.06	-0.04005789	
6.5142	-0.06	-0.06	-0.06	-0.04005795	
6.5144	-0.06	-0.06	-0.06	-0.04005801	
6.5146	-0.06	-0.06	-0.06	-0.04005807	
6.5148	-0.06	-0.06	-0.06	-0.04005812	
6.515	-0.06	-0.06	-0.06	-0.04005818	
6.5152	-0.06	-0.06	-0.06	-0.04005825	
6.5154	-0.06	-0.06	-0.06	-0.04005831	
6.5156	-0.06	-0.06	-0.06	-0.04005837	
6.5158	-0.06	-0.06	-0.06	-0.04005843	
6.516	-0.06	-0.06	-0.06	-0.0400585	
6.5162	-0.06	-0.06	-0.06	-0.04005856	
6.5164	-0.06	-0.06	-0.06	-0.04005862	
6.5166	-0.06	-0.06	-0.06	-0.04005869	
6.5168	-0.06	-0.06	-0.06	-0.04005875	
6.517	-0.06	-0.06	-0.06	-0.04005881	
6.5172	-0.06	-0.06	-0.06	-0.04005887	
6.5174	-0.06	-0.06	-0.06	-0.04005893	
6.5176	-0.06	-0.06	-0.06	-0.04005899	
6.5178	-0.06	-0.06	-0.06	-0.04005904	
6.518	-0.06	-0.06	-0.06	-0.0400591	
6.5182	-0.06	-0.06	-0.06	-0.04005915	
6.5184	-0.06	-0.06	-0.06	-0.0400592	
6.5186	-0.06	-0.06	-0.06	-0.04005925	
6.5188	-0.06	-0.06	-0.06	-0.0400593	
6.519	-0.06	-0.06	-0.06	-0.04005935	
6.5192	-0.06	-0.06	-0.06	-0.0400594	
6.5194	-0.06	-0.06	-0.06	-0.04005945	
6.5196	-0.06	-0.06	-0.06	-0.0400595	
6.5198	-0.06	-0.06	-0.06	-0.04005955	
6.52	-0.06	-0.06	-0.06	-0.0400596	
6.5202	-0.06	-0.06	-0.06	-0.04005964	
6.5204	-0.06	-0.06	-0.06	-0.0400597	
6.5206	-0.06	-0.06	-0.06	-0.04005975	
6.5208	-0.06	-0.06	-0.06	-0.0400598	
6.521	-0.06	-0.06	-0.06	-0.04005985	
6.5212	-0.06	-0.06	-0.06	-0.0400599	
6.5214	-0.06	-0.06	-0.06	-0.04005995	
6.5216	-0.06	-0.06	-0.06	-0.04006	
6.5218	-0.06	-0.06	-0.06	-0.04006005	
6.522	-0.06	-0.06	-0.06	-0.0400601	
6.5222	-0.06	-0.06	-0.06	-0.04006016	
6.5224	-0.06	-0.06	-0.06	-0.04006021	
6.5226	-0.06	-0.06	-0.06	-0.04006026	
6.5228	-0.06	-0.06	-0.06	-0.0400603	
6.523	-0.06	-0.06	-0.06	-0.04006035	
6.5232	-0.06	-0.06	-0.06	-0.0400604	
6.5234	-0.06	-0.06	-0.06	-0.04006045	
6.5236	-0.06	-0.06	-0.06	-0.04006049	
6.5238	-0.06	-0.06	-0.06	-0.04006053	
6.524	-0.06	-0.06	-0.06	-0.04006056	
6.5242	-0.06	-0.06	-0.06	-0.0400606	
6.5244	-0.06	-0.06	-0.06	-0.04006064	
6.5246	-0.06	-0.06	-0.06	-0.04006067	
6.5248	-0.06	-0.06	-0.06	-0.04006069	
6.525	-0.06	-0.06	-0.06	-0.04006072	
6.5252	-0.06	-0.06	-0.06	-0.04006074	
6.5254	-0.06	-0.06	-0.06	-0.04006075	
6.5256	-0.06	-0.06	-0.06	-0.04006077	
6.5258	-0.06	-0.06	-0.06	-0.04006078	
6.526	-0.06	-0.06	-0.06	-0.04006078	
6.5262	-0.06	-0.06	-0.06	-0.04006079	
6.5264	-0.06	-0.06	-0.06	-0.04006079	
6.5266	-0.06	-0.06	-0.06	-0.0400608	
6.5268	-0.06	-0.06	-0.06	-0.0400608	
6.527	-0.06	-0.06	-0.06	-0.04006081	
6.5272	-0.06	-0.06	-0.06	-0.04006082	
6.5274	-0.06	-0.06	-0.06	-0.04006083	
6.5276	-0.06	-0.06	-0.06	-0.04006085	
6.5278	-0.06	-0.06	-0.06	-0.04006087	
6.528	-0.06	-0.06	-0.06	-0.0400609	
6.5282	-0.06	-0.06	-0.06	-0.04006093	
6.5284	-0.06	-0.06	-0.06	-0.04006097	
6.5286	-0.06	-0.06	-0.06	-0.04006101	
6.5288	-0.06	-0.06	-0.06	-0.04006106	
6.529	-0.06	-0.06	-0.06	-0.04006112	
6.5292	-0.06	-0.06	-0.06	-0.04006119	
6.5294	-0.06	-0.06	-0.06	-0.04006126	
6.5296	-0.06	-0.06	-0.06	-0.04006134	
6.5298	-0.06	-0.06	-0.06	-0.04006142	
6.53	-0.06	-0.06	-0.06	-0.04006151	
6.5302	-0.06	-0.06	-0.06	-0.0400616	
6.5304	-0.06	-0.06	-0.06	-0.0400617	
6.5306	-0.06	-0.06	-0.06	-0.04006179	
6.5308	-0.06	-0.06	-0.06	-0.0400619	
6.531	-0.06	-0.06	-0.06	-0.04006201	
6.5312	-0.06	-0.06	-0.06	-0.04006212	
6.5314	-0.06	-0.06	-0.06	-0.04006223	
6.5316	-0.06	-0.06	-0.06	-0.04006235	
6.5318	-0.06	-0.06	-0.06	-0.04006247	
6.532	-0.06	-0.06	-0.06	-0.0400626	
6.5322	-0.06	-0.06	-0.06	-0.04006272	
6.5324	-0.06	-0.06	-0.06	-0.04006285	
6.5326	-0.06	-0.06	-0.06	-0.04006298	
6.5328	-0.06	-0.06	-0.06	-0.04006311	
6.533	-0.06	-0.06	-0.06	-0.04006325	
6.5332	-0.06	-0.06	-0.06	-0.04006338	
6.5334	-0.06	-0.06	-0.06	-0.04006353	
6.5336	-0.06	-0.06	-0.06	-0.04006367	
6.5338	-0.06	-0.06	-0.06	-0.04006381	
6.534	-0.06	-0.06	-0.06	-0.04006395	
6.5342	-0.06	-0.06	-0.06	-0.0400641	
6.5344	-0.06	-0.06	-0.06	-0.04006424	
6.5346	-0.06	-0.06	-0.06	-0.04006439	
6.5348	-0.06	-0.06	-0.06	-0.04006454	
6.535	-0.06	-0.06	-0.06	-0.04006468	
6.5352	-0.06	-0.06	-0.06	-0.04006482	
6.5354	-0.06	-0.06	-0.06	-0.04006497	
6.5356	-0.06	-0.06	-0.06	-0.04006511	
6.5358	-0.06	-0.06	-0.06	-0.04006525	
6.536	-0.06	-0.06	-0.06	-0.04006539	
6.5362	-0.06	-0.06	-0.06	-0.04006552	
6.5364	-0.06	-0.06	-0.06	-0.04006566	
6.5366	-0.06	-0.06	-0.06	-0.04006579	
6.5368	-0.06	-0.06	-0.06	-0.04006591	
6.537	-0.06	-0.06	-0.06	-0.04006604	
6.5372	-0.06	-0.06	-0.06	-0.04006615	
6.5374	-0.06	-0.06	-0.06	-0.04006627	
6.5376	-0.06	-0.06	-0.06	-0.04006638	
6.5378	-0.06	-0.06	-0.06	-0.04006648	
6.538	-0.06	-0.06	-0.06	-0.04006658	
6.5382	-0.06	-0.06	-0.06	-0.04006668	
6.5384	-0.06	-0.06	-0.06	-0.04006677	
6.5386	-0.06	-0.06	-0.06	-0.04006685	
6.5388	-0.06	-0.06	-0.06	-0.04006693	
6.539	-0.06	-0.06	-0.06	-0.040067	
6.5392	-0.06	-0.06	-0.06	-0.04006707	
6.5394	-0.06	-0.06	-0.06	-0.04006713	
6.5396	-0.06	-0.06	-0.06	-0.04006718	
6.5398	-0.06	-0.06	-0.06	-0.04006722	
6.54	-0.06	-0.06	-0.06	-0.04006726	
6.5402	-0.06	-0.06	-0.06	-0.04006729	
6.5404	-0.06	-0.06	-0.06	-0.04006732	
6.5406	-0.06	-0.06	-0.06	-0.04006733	
6.5408	-0.06	-0.06	-0.06	-0.04006734	
6.541	-0.06	-0.06	-0.06	-0.04006734	
6.5412	-0.06	-0.06	-0.06	-0.04006734	
6.5414	-0.06	-0.06	-0.06	-0.04006733	
6.5416	-0.06	-0.06	-0.06	-0.04006732	
6.5418	-0.06	-0.06	-0.06	-0.04006729	
6.542	-0.06	-0.06	-0.06	-0.04006727	
6.5422	-0.06	-0.06	-0.06	-0.04006724	
6.5424	-0.06	-0.06	-0.06	-0.0400672	
6.5426	-0.06	-0.06	-0.06	-0.04006717	
6.5428	-0.06	-0.06	-0.06	-0.04006713	
6.543	-0.06	-0.06	-0.06	-0.04006709	
6.5432	-0.06	-0.06	-0.06	-0.04006705	
6.5434	-0.06	-0.06	-0.06	-0.04006702	
6.5436	-0.06	-0.06	-0.06	-0.04006698	
6.5438	-0.06	-0.06	-0.06	-0.04006694	
6.544	-0.06	-0.06	-0.06	-0.04006691	
6.5442	-0.06	-0.06	-0.06	-0.04006688	
6.5444	-0.06	-0.06	-0.06	-0.04006685	
6.5446	-0.06	-0.06	-0.06	-0.04006682	
6.5448	-0.06	-0.06	-0.06	-0.0400668	
6.545	-0.06	-0.06	-0.06	-0.04006679	
6.5452	-0.06	-0.06	-0.06	-0.04006677	
6.5454	-0.06	-0.06	-0.06	-0.04006677	
6.5456	-0.06	-0.06	-0.06	-0.04006677	
6.5458	-0.06	-0.06	-0.06	-0.04006678	
6.546	-0.06	-0.06	-0.06	-0.04006679	
6.5462	-0.06	-0.06	-0.06	-0.04006682	
6.5464	-0.06	-0.06	-0.06	-0.04006684	
6.5466	-0.06	-0.06	-0.06	-0.04006688	
6.5468	-0.06	-0.06	-0.06	-0.04006692	
6.547	-0.06	-0.06	-0.06	-0.04006698	
6.5472	-0.06	-0.06	-0.06	-0.04006704	
6.5474	-0.06	-0.06	-0.06	-0.04006711	
6.5476	-0.06	-0.06	-0.06	-0.04006718	
6.5478	-0.06	-0.06	-0.06	-0.04006727	
6.548	-0.06	-0.06	-0.06	-0.04006737	
6.5482	-0.06	-0.06	-0.06	-0.04006747	
6.5484	-0.06	-0.06	-0.06	-0.04006758	
6.5486	-0.06	-0.06	-0.06	-0.0400677	
6.5488	-0.06	-0.06	-0.06	-0.04006783	
6.549	-0.06	-0.06	-0.06	-0.04006796	
6.5492	-0.06	-0.06	-0.06	-0.0400681	
6.5494	-0.06	-0.06	-0.06	-0.04006825	
6.5496	-0.06	-0.06	-0.06	-0.04006841	
6.5498	-0.06	-0.06	-0.06	-0.04006857	
6.55	-0.06	-0.06	-0.06	-0.04006874	
6.5502	-0.06	-0.06	-0.06	-0.04006891	
6.5504	-0.06	-0.06	-0.06	-0.04006909	
6.5506	-0.06	-0.06	-0.06	-0.04006928	
6.5508	-0.06	-0.06	-0.06	-0.04006947	
6.551	-0.06	-0.06	-0.06	-0.04006967	
6.5512	-0.06	-0.06	-0.06	-0.04006986	
6.5514	-0.06	-0.06	-0.06	-0.04007007	
6.5516	-0.06	-0.06	-0.06	-0.04007027	
6.5518	-0.06	-0.06	-0.06	-0.04007048	
6.552	-0.06	-0.06	-0.06	-0.04007069	
6.5522	-0.06	-0.06	-0.06	-0.0400709	
6.5524	-0.06	-0.06	-0.06	-0.04007112	
6.5526	-0.06	-0.06	-0.06	-0.04007133	
6.5528	-0.06	-0.06	-0.06	-0.04007155	
6.553	-0.06	-0.06	-0.06	-0.04007176	
6.5532	-0.06	-0.06	-0.06	-0.04007198	
6.5534	-0.06	-0.06	-0.06	-0.0400722	
6.5536	-0.06	-0.06	-0.06	-0.04007241	
6.5538	-0.06	-0.06	-0.06	-0.04007261	
6.554	-0.06	-0.06	-0.06	-0.04007282	
6.5542	-0.06	-0.06	-0.06	-0.04007301	
6.5544	-0.06	-0.06	-0.06	-0.0400732	
6.5546	-0.06	-0.06	-0.06	-0.04007338	
6.5548	-0.06	-0.06	-0.06	-0.04007354	
6.555	-0.06	-0.06	-0.06	-0.0400737	
6.5552	-0.06	-0.06	-0.06	-0.04007383	
6.5554	-0.06	-0.06	-0.06	-0.04007395	
6.5556	-0.06	-0.06	-0.06	-0.04007405	
6.5558	-0.06	-0.06	-0.06	-0.04007413	
6.556	-0.06	-0.06	-0.06	-0.04007419	
6.5562	-0.06	-0.06	-0.06	-0.04007423	
6.5564	-0.06	-0.06	-0.06	-0.04007425	
6.5566	-0.06	-0.06	-0.06	-0.04007425	
6.5568	-0.06	-0.06	-0.06	-0.04007423	
6.557	-0.06	-0.06	-0.06	-0.0400742	
6.5572	-0.06	-0.06	-0.06	-0.04007414	
6.5574	-0.06	-0.06	-0.06	-0.04007407	
6.5576	-0.06	-0.06	-0.06	-0.04007397	
6.5578	-0.06	-0.06	-0.06	-0.04007386	
6.558	-0.06	-0.06	-0.06	-0.04007373	
6.5582	-0.06	-0.06	-0.06	-0.04007358	
6.5584	-0.06	-0.06	-0.06	-0.04007341	
6.5586	-0.06	-0.06	-0.06	-0.04007322	
6.5588	-0.06	-0.06	-0.06	-0.04007302	
6.559	-0.06	-0.06	-0.06	-0.04007281	
